"level","elpd_waic","p_waic","waic","se_elpd_waic","se_p_waic","se_waic"
runner-doubt,74.5809338989844,3.74564255423672,-149.161867797969,20.5489020285976,1.73772722237495,41.0978040571952
sailor-complain,75.4515205058096,4.58332704892979,-150.903041011619,18.7286619948123,1.72610894470985,37.4573239896245
salesman-wish,21.0438996723901,2.88866462180781,-42.0877993447803,12.7456874106368,0.86975091714961,25.4913748212736
scholar-dissuade,24.6020163645517,7.6505392500377,-49.2040327291034,14.1389748127093,2.19819777433312,28.2779496254187
scientist-disprove,16.3368958057622,2.72769067596885,-32.6737916115245,10.4963971676968,1.05263477378806,20.9927943353936
secretary-fear,58.4704644904942,4.63434110416747,-116.940928980988,15.7832950090399,1.51955480613508,31.5665900180799
shopkeeper-doubt,76.773081636519,1.61812746040842,-153.546163273038,22.1198572430212,0.234741267814056,44.2397144860423
singer-wish,-3.62374038911741,2.94636959560968,7.24748077823482,2.70238190748445,2.071190486241,5.4047638149689
soccer player-love,69.0682319369195,2.53901083559003,-138.136463873839,22.2185315799237,0.529990105967466,44.4370631598473
soldier-fear,50.1778785893024,1.9480245614408,-100.355757178605,18.3487201586655,0.449760191441591,36.697440317331
strategist-tell,92.0489037768223,6.51486424516561,-184.097807553645,21.0573121245038,2.65919045846461,42.1146242490076
swimmer-like,105.569180378592,2.53713949402684,-211.138360757184,22.9568035584756,0.584439131287526,45.9136071169513
teacher-apologize,14.9449337182401,2.23412692889785,-29.8898674364802,15.0235525516027,0.50071896606606,30.0471051032053
therapist-convince,32.526272571817,2.58983022737037,-65.052545143634,15.9227965399305,0.867920078748438,31.845593079861
tourist-regret,62.6400657496048,5.16808693832387,-125.28013149921,20.9018628530161,1.88864314527018,41.8037257060321
trainer-persuade,43.2618841689188,2.54721156031547,-86.5237683378376,16.2597818066287,0.502562028655764,32.5195636132575
travel agent-hope,5.10046900331475,2.07392969295114,-10.2009380066295,7.48675270484774,0.925525939032218,14.9735054096955
uncle-apologize,13.9387062120029,2.88478947414329,-27.8774124240058,10.8416752702805,0.83550872399116,21.6833505405611
waiter-worry,30.8466435723101,6.43784747645014,-61.6932871446203,12.2650490038984,2.16063401448368,24.5300980077968
zookeeper-tell,61.2974801035732,12.8305508530915,-122.594960207146,20.8759529745476,6.0836222003858,41.7519059490952
