scenario,polarity-tense,2.5%,25%,50%,75%,97.5%,mean,sd
fisherman:love,negative-past,-1.1060194452620788,-0.7098407149605603,-0.5107069265625999,-0.32164867347184,0.038344872516269835,-0.518054957820028,0.29143256800681455
fisherman:love,negative-future,-1.036395899946784,-0.6766424238467204,-0.4877183395347797,-0.30210005615561,0.059359163838439866,-0.4887190353107178,0.2800944108213597
gambler:like,positive-past,-2.11880762883273,-1.9168230444761398,-1.8140153678074802,-1.7149220218835,-1.5215742751164099,-1.8164927517900433,0.15214427933312405
gambler:like,positive-future,-0.8365860357422861,-0.4345304682714002,-0.22006061072734018,-0.003003691304420242,0.4400525269752502,-0.2147582384130848,0.325494434152107
gambler:like,negative-past,-0.8159739267076741,-0.41643455431129994,-0.21075350043907037,-0.010588293441890162,0.3709417027707895,-0.21519335414715474,0.3021985313280521
gambler:like,negative-future,-0.6200965385377801,-0.24262005217299998,-0.044815135368200254,0.15854973367863012,0.56079119354098,-0.04047424049298688,0.30021191755465254
gardener:remember,positive-past,-2.74636376110082,-2.50316498065673,-2.38401771424361,-2.26513904756002,-2.0439634381306697,-2.386522571282525,0.17897625132729653
gardener:remember,positive-future,-2.3025706174551686,-1.897039489348617,-1.6916523058390842,-1.4905442229044201,-1.11443088142096,-1.6963450440265624,0.3021428196308241
gardener:remember,negative-past,-1.8598444759753197,-1.46750987710527,-1.2694319615401999,-1.0796130460043702,-0.71784047413363,-1.275174318029602,0.2917107469968566
gardener:remember,negative-future,-1.9077246460625472,-1.549831157142857,-1.3708603672711401,-1.192925502322349,-0.8493286142707503,-1.3726810198254422,0.26840872953126116
guitarist:worry,positive-past,1.46206676579768,1.6621661887942702,1.77127997143718,1.88218698229551,2.1002721638486697,1.7739216335114867,0.16316271445736155
guitarist:worry,positive-future,0.26965769399618966,0.70777692555792,0.9290182860748921,1.14855544052668,1.5674902158612563,0.9267790996955231,0.32853253544049105
guitarist:worry,negative-past,0.4708605040173999,0.851626815636266,1.0532061417152851,1.258662707729109,1.6539078952038822,1.0564308259673862,0.30059185221080076
guitarist:worry,negative-future,0.8302349050819647,1.15227959168887,1.3306359383888329,1.5118869779138289,1.8737075405018104,1.335381760513598,0.26645993801837686
hacker:boast,positive-past,-1.6757701363705,-1.45624712239814,-1.34598859409427,-1.23456264635972,-1.02625865926709,-1.3468007136778126,0.16476686234629398
hacker:boast,positive-future,-0.7885174832362749,-0.4138443388200711,-0.2125824680983699,-0.0012406905702848636,0.4317111955975801,-0.20344194187485998,0.30819475862343
hacker:boast,negative-past,-1.418755967362101,-1.0149275165572689,-0.8089136213205832,-0.6074725028337721,-0.2266441436133897,-0.8127370043028771,0.30422019459707084
hacker:boast,negative-future,-1.097608606623668,-0.7432878558599008,-0.5596504205051098,-0.373640399242508,-0.007137246520670049,-0.5579209004597109,0.2769976888849926
hiker:remember,positive-past,-2.9029467660501895,-2.65926692212314,-2.53636587552299,-2.41579185549851,-2.19362732937334,-2.5389906698498685,0.18107901728028422
hiker:remember,positive-future,-2.297245190996687,-1.8855100339947777,-1.6722177702731225,-1.4655404307956739,-1.0817395753940595,-1.677885256582828,0.31147375210380657
hiker:remember,negative-past,-1.7597838505388244,-1.3521867938646799,-1.14570476469471,-0.9439322282231002,-0.5623957559438799,-1.1503906664229668,0.3053603809355694
hiker:remember,negative-future,-2.055777970012096,-1.6954300938158198,-1.5185925445435402,-1.3431203467259996,-1.0188075427679801,-1.523172529099683,0.2638899975359659
homeowner:hate,positive-past,-2.72000594786762,-2.48018074720588,-2.36118077282371,-2.2450489075721003,-2.0282118032910903,-2.3642643897812263,0.17541774307363106
homeowner:hate,positive-future,-0.77178145656281,-0.31907385929275023,-0.0914875373550097,0.12939990339652985,0.5421992927375596,-0.09762292356686506,0.33507781510768025
homeowner:hate,negative-past,-1.265922029349705,-0.8860144094267499,-0.67758305348915,-0.47320893186627977,-0.0857730867994504,-0.6785655254167247,0.30282712351015556
homeowner:hate,negative-future,-1.0385668223139002,-0.6971949439930196,-0.5175617545365703,-0.3365504056421904,0.017232410168240175,-0.5161274870693812,0.268349033049699
inspector:convince,positive-past,-2.40330382058797,-2.15900622058032,-2.03805323902933,-1.92170780180556,-1.6981606088650802,-2.041901832769607,0.17829822672621023
inspector:convince,positive-future,-1.4877369026267289,-1.0812444846858031,-0.87049618384611,-0.6632238331364204,-0.27307586623987956,-0.874000311354737,0.31142903411804906
inspector:convince,negative-past,-0.6215330744501102,-0.2523886845446899,-0.05928164491279997,0.13769251460979004,0.5061715305196501,-0.057917290995342305,0.2878671803832164
inspector:convince,negative-future,-0.80751416143098,-0.45606610962525984,-0.2717048230403394,-0.08593886352072011,0.28056019367283946,-0.270463095089672,0.2772519789640071
jeweler:remember,positive-past,1.57549787469837,1.80190970279146,1.9232138026904397,2.05087442612239,2.30421269236401,1.9282464294976547,0.18556722146233112
jeweler:remember,positive-future,0.75437247759729,1.13349611319794,1.332893221759301,1.5446361331391278,1.9670867140398662,1.3414675769897986,0.30614023258473894
jeweler:remember,negative-past,0.10644512290308006,0.49653847914704974,0.7046161085472339,0.911409634127292,1.3051775240350953,0.7050177015290171,0.3081885788485193
jeweler:remember,negative-future,0.39763288295771004,0.7606149013244101,0.9454623226273839,1.1322175156393,1.491426306110672,0.9457009231788801,0.2777602324056568
journalist:worry,positive-past,-2.56046726940412,-2.31499039340603,-2.18930753940211,-2.0658123237884,-1.84131346579718,-2.1917858630932434,0.18447792033546134
journalist:worry,positive-future,-1.2546603006862953,-0.7860374488905304,-0.5499862488593299,-0.32511007377538004,0.08856858784975996,-0.5598547823579029,0.3421248290153693
journalist:worry,negative-past,-2.6518756646577737,-2.258756238886519,-2.057664687795197,-1.8637778821058266,-1.5035083371024984,-2.063189433790366,0.2929087482972017
journalist:worry,negative-future,-2.50228429432187,-2.1278262731211868,-1.943202625480594,-1.765342026036158,-1.445548283887566,-1.9508871061472204,0.26991400443817704
landlord:hope,positive-past,-2.77058575515606,-2.53817977302544,-2.42358028533731,-2.30872717559182,-2.0959323154926204,-2.4255153907469715,0.17085210387770455
landlord:hope,positive-future,-1.939661744913961,-1.536894686299743,-1.319791128070115,-1.0932534788504902,-0.6623053263858498,-1.313446100177938,0.327375158551366
landlord:hope,negative-past,-1.2502893735627498,-0.8399855641590503,-0.6294302262129305,-0.4226893222763197,-0.02585140980949996,-0.6326044112454788,0.309696440422581
landlord:hope,negative-future,-1.4290259977891198,-1.0601480297138701,-0.87921998116402,-0.6967037446632602,-0.35574359825029056,-0.8805161121253673,0.27175075733566273
lawyer:disprove,positive-past,-2.34487472209066,-2.10559322136024,-1.9814429680218402,-1.8612437321426498,-1.6376296827418402,-1.9844168226539487,0.18126488532421758
lawyer:disprove,positive-future,-1.9326204214974831,-1.4883333609691407,-1.2627563895754597,-1.0394791143451096,-0.621885804561009,-1.2660528569755385,0.3340368749097696
lawyer:disprove,negative-past,-1.3373398677721962,-0.93595619221322,-0.7237025629428402,-0.5144076668488502,-0.10323020686891016,-0.7238919624565702,0.31275733716451665
lawyer:disprove,negative-future,-1.992297603433499,-1.613315031560271,-1.4265736850309523,-1.2447781372474922,-0.90897007888764,-1.4326373936304475,0.2758775741539709
liquorstoreowner:tell,positive-past,1.6826933605771899,1.89956158126947,2.02082720305543,2.14376445071309,2.38868140535415,2.024254259286238,0.1801470530693821
liquorstoreowner:tell,positive-future,0.0538082334786405,0.4460697020969997,0.6558519421577598,0.8745814780323999,1.300418116466841,0.6633359389012282,0.3193491876027621
liquorstoreowner:tell,negative-past,0.11844310697597993,0.5157542269733602,0.72276120813511,0.928382805107888,1.3333527087625172,0.7235087460983672,0.30925766857656556
liquorstoreowner:tell,negative-future,0.20317887879208008,0.5430085465837702,0.7198221935078402,0.89696714995924,1.242649925324785,0.7202369561911997,0.2638806920051813
literaryagent:mislead,positive-past,-2.00637953260954,-1.76668106908427,-1.64516486016489,-1.5271020731116398,-1.30113253670492,-1.6479887128962656,0.18020373656824817
literaryagent:mislead,positive-future,-0.16151636254725,0.2524644749390803,0.47020268794146025,0.68854949131235,1.1179878721074703,0.4716666676358223,0.3252432685188268
literaryagent:mislead,negative-past,-1.9352439137154622,-1.541844976321743,-1.339489263584919,-1.1379440182303877,-0.7682655946050201,-1.3411236820377754,0.2976662669143808
literaryagent:mislead,negative-future,-1.4174902292110512,-1.0632073221599412,-0.8812943308100002,-0.7026701847758959,-0.3643810453122298,-0.8841034145106134,0.26727055742033207
littlegirl:fear,positive-past,1.36202282876766,1.5684792182389298,1.67956360216216,1.79208891213889,2.01285106544519,1.6814922660498433,0.165094584603571
littlegirl:fear,positive-future,0.5746065269826801,1.0402854487101307,1.2679068893059289,1.4947228078560348,1.931938181420768,1.2651207791270227,0.3428288534756492
littlegirl:fear,negative-past,0.36238109501633,0.7223369588932569,0.9063080488113169,1.1006216586466322,1.4729638330227346,0.9117073975556695,0.2821082457694308
littlegirl:fear,negative-future,0.531833002838126,0.876618994655466,1.05052818589839,1.224472882074866,1.575052650414742,1.0512720527653965,0.2638178782254549
mechanic:notify,positive-past,-1.96605696411519,-1.71995640799327,-1.5961810964783503,-1.4762876099292799,-1.24790565176409,-1.5989353863465439,0.18218713600402558
mechanic:notify,positive-future,-1.448397070929373,-1.0197736756622438,-0.7945926650627319,-0.5760432914036,-0.16965174678023986,-0.7996207498608028,0.32730690508192045
mechanic:notify,negative-past,-0.9190503252863449,-0.5318687860524598,-0.33131774741628006,-0.12812464637399024,0.25627089815436976,-0.33084295124136226,0.2998046338445498
mechanic:notify,negative-future,-0.9725448769334091,-0.6430300234702169,-0.47290361557258775,-0.30549743546839014,0.015652346947559792,-0.4751798818527021,0.2527767801570307
model:complain,positive-past,1.13791553606698,1.3554031119622099,1.47108576997118,1.5876855542171202,1.81854900172977,1.4725772115854865,0.17325404491670832
model:complain,positive-future,0.4277790892784503,0.862592751282751,1.0811336527848239,1.2986676037467748,1.7113258891549161,1.078991575560035,0.3267352469115107
model:complain,negative-past,0.028778075641409995,0.4059131380814942,0.6046917478263333,0.8025470349898859,1.195829647790903,0.6060658193589825,0.2974028222998077
model:complain,negative-future,0.053866356481609756,0.4227025875013659,0.60911779539837,0.7947303445740858,1.15791711920038,0.6083464581274857,0.28045626215218594
moderator:congratulate,positive-past,0.7206399848933291,0.97084048994514,1.10119023408648,1.23290173063875,1.49124882783686,1.1028115422810634,0.19617948176582628
